file	boolean	date time configured
file	boolean	mkdirs
file	DateFormatFactory	df factory
var	long	workmillis
var	long	default timestamp
var	Touchable	t
var	long	mod time
file	Long	zero
file	String	no child
file	String	invalid length
file	String	read write
file	byte[]	fill buffer
file	boolean	create
file	Long	adjust
var	long	new length
var	RandomAccessFile	raf
var	long	pos
var	long	write count
file	Vector	custom formats
var	Date	d
var	CustomFormat	cts
var	SimpleDateFormat	dstamp
var	SimpleDateFormat	tstamp
var	SimpleDateFormat	today
file	TimeZone	time zone
method	String	unit
var	Unit	u
method	Unit	unit
file	Resource	src resource
var	String	source name
var	File	saved dest
file	UntarCompressionMethod	compression
method	UntarCompressionMethod	method
var	InputStream	i
var	TarInputStream	tis
var	char[]	magic
file	Vector	source file sets
file	Union	source resources
var	Resource[]	r
file	String	verified text
file	boolean	certificates
file	BufferingOutputFilter	output cache
file	String	error no verify
var	FilterChain	output filter chain
var	FileProvider	fr
var	String	results
file	BufferingOutputFilterReader	buffer
file	Reader	next
file	long	one millisecond
file	long	one second
file	long	one minute
file	long	one hour
file	long	one day
file	long	one week
file	long	default max wait millis
file	long	default check millis
file	long	max wait
file	long	max wait multiplier
file	long	check every
file	long	check every multiplier
file	String	timeout property
var	long	max wait millis
var	long	check every millis
file	Map	time table
file	boolean	needxmlfile
file	File	added web xml file
method	File	war file
var	boolean	add file
var	int	setcount
file	boolean	keep root
file	boolean	collapse attributes
file	boolean	semantic attributes
file	boolean	include semantic attribute
file	File	root directory
file	Hashtable	added attributes
file	String	ref id
file	String	pathid
file	String[]	attributes
var	Exception	x
var	DocumentBuilderFactory	factory
var	Element	top element
var	NodeList	top children
var	int	num children
method	Object	container
var	Object	node object
var	NodeList	node children
method	org.w3c.dom.Node	node
var	Object	added path
var	NamedNodeMap	node attributes
var	Node	id node
var	Node	attribute node
var	String	node name
var	String	attribute value
var	Path	containing path
var	String	node text
var	boolean	empty node
var	boolean	semantic empty override
var	String	node value
var	Object	ref
file	String	file protocol prefix
method	String	expression
file	String	xsl file
file	Resource	xsl resource
file	String	target extension
file	String	file name parameter
file	String	file dir parameter
file	List	params
file	String	processor
file	XSLTLiaison	liaison
file	boolean	stylesheet loaded
file	boolean	perform directory scan
file	Factory	factory
file	boolean	reuse loaded stylesheet
file	boolean	use implicit fileset
file	String	processor trax
file	boolean	fail on transformation error
file	boolean	fail on no resources
file	XPathFactory	xpath factory
file	XPath	xpath
file	TraceConfiguration	trace configuration
var	File	saved base dir
var	String	base message
var	Resource	style resource
var	File	alternative
method	boolean	useimplicitfileset
method	String	proc
var	FileResource	f
method	String	xml file
var	File	out f
var	File	in f
var	long	style sheet last modified
var	String[]	out file name
var	Param	p
file	Map	xpath types
var	OutputProperty	p
method	QName	variable name
var	Object	evaluated param
method	Param	param
var	ParamType	type
var	QName	xpath type
var	XPathExpression	xpe
file	List	features
method	Feature	feature
var	int	dot pos
file	boolean	elements
file	boolean	extension
file	boolean	generation
file	boolean	selection
file	boolean	templates
file	int	zip file timestamp granularity
file	int	roundup millis
file	ZipScanner	zs
file	Vector	groupfilesets
file	Vector	filesets from groupfilesets
file	String	duplicate
file	boolean	do update
file	boolean	saved do update
file	boolean	do filesonly
file	long	empty crc
file	String	empty behavior
file	Vector	resources
file	Hashtable	added dirs
file	Vector	added files
file	ResourceSelector	missing selector
method	Resource	target
file	ResourceUtils.ResourceSelectorProvider	missing dir provider
method	Resource	sr
file	boolean	double file pass
file	boolean	skip writing
file	boolean	updated file
file	boolean	adding new files
file	boolean	keep compression
file	boolean	round up
file	boolean	preserve0 permissions
file	boolean	use language encoding flag
file	UnicodeExtraField	create unicode extra fields
file	boolean	fall back to utf8
file	Zip64ModeAttribute	zip64 mode
method	boolean	c
method	ZipFileSet	set
method	Duplicate	df
method	UnicodeExtraField	b
method	Zip64ModeAttribute	b
var	File	renamed file
var	Vector	vfss
var	ResourceCollection[]	fss
var	ArchiveState	state
var	Resource[][]	add them
var	ZipFileSet	old files
var	int	add size
var	PatternSet.NameEntry	ne
var	Resource[]	dr
var	Resource[]	tmp
var	FileScanner	scanner
var	ZipFileSet	zf
var	ArchiveFileSet	zfs
var	boolean	dealing with files
var	int	this file mode
var	int	this dir mode
var	int	next to last slash
method	int	default mode
var	int	unix mode
var	boolean	old compress
var	byte[]	empty
var	ArrayList	filesets
var	ArrayList	rest
var	ResourceCollection[]	rc
var	ArchiveState	as
var	FileSet[]	fs
var	ArchiveState	as2
var	Resource[][]	to add
var	int	fs index
var	int	rest index
file	ThreadLocal	have non file set resources to add
method	FileSet[]	filesets
var	Resource[][]	initial resources
var	Resource[][]	newer resources
var	File	resource as file
var	FileNameMapper	my mapper
var	ZipFileSet	zfs
var	GlobPatternMapper	gm
var	MergingMapper	fm
method	Resource[]	initial
var	Resource[]	rs
var	Resource[]	result
var	ArrayList	newer
var	Resource[][]	result
var	boolean	skip empty names
var	DirectoryScanner	rs
var	ArrayList	rs
method	ZipExtraField[]	extra
method	Resource	dir
var	int	millis to add
file	ThreadLocal	current zip extra
var	CRC32	cal
var	FileInputStream	f in
var	Stack	directories
var	int	slash pos
method	Resource[][]	r
method	Resource[]	orig
method	ResourceSelector	selector
var	ArrayList	v
file	boolean	out of date
file	Resource[][]	resources to add
file	Map	policies
file	String	never key
file	String	always key
file	String	n e key
file	UnicodeExtraField	never
file	Map	modes
file	String	a n key
file	Zip64ModeAttribute	never
file	Zip64ModeAttribute	as needed
file	List	additional patterns
file	List	selectors
file	boolean	file attribute used
file	DirectoryScanner	directory scanner
var	PatternSet	patterns
method	File	incl
method	File	excl
method	FileScanner	ds
var	SelectorScanner	ss
method	ReadableSelector	r
method	WritableSelector	w
method	ExecutableSelector	e
method	SymlinkSelector	e
method	OwnedBySelector	o
var	FileSelector	file selector
file	Vector	parameters
file	int	base octal
file	boolean	has dir
file	boolean	file mode has been set
file	boolean	dir mode has been set
file	String	error dir and src attributes
file	String	error path and prefix
file	boolean	error on missing archive
var	AbstractFileSet	ref
var	ArchiveScanner	as
file	Resource	last scanned resource
file	Map	file entries
file	Map	dir entries
file	Map	match file entries
file	Map	match dir entries
method	Resource	archive
var	Resource	thisresource
file	Boolean	enable system assertions
file	ArrayList	assertion list
method	EnabledAssertion	assertion
method	DisabledAssertion	assertion
var	Assertions	clause
method	List	command list
var	BaseAssertion	assertion
method	ListIterator	command iterator
var	Commandline.Argument	argument
var	Assertions	that
var	StringBuffer	command
file	boolean	is win 9 x
file	String	disclaimer
method	Path	value
method	Reference	value
var	String[]	full parts
file	int	position
file	int	real pos
var	Argument	arg
var	Argument	argument
method	boolean	translate file separator
method	String[]	line
var	List	commands
var	StringBuilder	result
var	int	normal
var	int	in quote
var	int	in double quote
var	ArrayList	result
var	StringBuilder	current
var	boolean	last token has been quoted
var	String	next tok
method	Commandline	line
file	Commandline	vm command
file	SysProperties	sys properties
file	String	vm version
file	Assertions	assertions
file	ExecutableType	executable type
file	Properties	sys
method	ListIterator	list it
var	String[]	props
var	Properties	property set properties
var	Environment.Variable	v
var	SysProperties	c
method	SysProperties	ps
method	SysProperties	sysp
method	String	vm
method	String	jarpathname
method	ListIterator	list iterator
var	SysProperties	cloned sys properties
var	PropertySet.BuiltinPropertySetName	sys
var	Commandline	actual vm command
var	CommandlineJava	c
var	Path	full classpath
method	boolean	log
var	Path	b
method	String	module class pair
var	String[]	module and class
file	Comparison	equal
file	Comparison	not equal
file	Comparison	greater
file	Comparison	less
file	Comparison	greater equal
file	Comparison	less equal
file	int[]	equal index
file	int[]	less index
file	int[]	greater index
method	int	comparison result
var	int[]	i
file	boolean	checked
method	Stack	stack
var	IdentityStack	id
method	DataType	dt
method	Class	required class
method	String	data type name
var	T	result
var	ProjectHelper	ph
var	StringBuilder	description
var	String	desc comp
var	List	elems
file	Vector	variables
method	java.io.File	file
method	Variable	var
file	List	filenames
method	FileName	name
method	AntFilterReader	filter reader
method	ClassConstants	class constants
method	ExpandProperties	expand properties
method	HeadFilter	head filter
method	LineContains	line contains
method	LineContainsRegExp	line contains reg exp
method	PrefixLines	prefix lines
method	SuffixLines	suffix lines
method	ReplaceTokens	replace tokens
method	StripJavaComments	strip java comments
method	StripLineBreaks	strip line breaks
method	StripLineComments	strip line comments
method	TabsToSpaces	tabs to spaces
method	TailFilter	tail filter
method	EscapeUnicode	escape unicode
method	TokenFilter.DeleteCharacters	filter
method	TokenFilter.ContainsRegex	filter
method	TokenFilter.ReplaceRegex	filter
method	TokenFilter.Trim	filter
method	TokenFilter.ReplaceString	filter
method	TokenFilter.IgnoreBlank	filter
method	ChainableReader	filter
file	OnMissing	fail
file	OnMissing	warn
file	OnMissing	ignore
file	int	fail index
file	int	warn index
file	int	ignore index
file	String	default token start
file	String	default token end
file	String	start of token
file	String	end of token
file	Vector	passed tokens
file	boolean	duplicate token
file	Hashtable	filter hash
file	Vector	filters files
file	OnMissing	on missing filters file
file	boolean	reading files
file	int	recurse depth
var	Vector	clone
var	Vector	filts
var	String	str prop name
var	String	str value
var	Set	entries
var	FilterSet	fs
var	Vector	cloned filters
var	Hashtable	tokens
var	StringBuilder	b
file	List	filter sets
var	String	replaced line
file	LogLevel	err
file	LogLevel	warn
file	LogLevel	info
file	LogLevel	verbose
file	LogLevel	debug
file	int[]	levels
file	MapperType	type
file	ContainerMapper	container
var	String	od
