Domain	Type	Name
method	String	prefix
method	Object	container
var	Object	addedPath
var	String	id
var	NamedNodeMap	nodeAttributes
var	Node	idNode
var	Node	attributeNode
var	String	nodeName
var	String	attributeValue
var	Path	containingPath
var	String	attributeName
var	String	attributeName
var	String	attributeValue
var	int	i
var	String	nodeText
var	boolean	emptyNode
var	boolean	semanticEmptyOverride
method	String	name
method	String	value
method	String	id
var	String	msg
method	Node	attributeNode
var	String	attributeName
method	String	attributeName
var	int	i
method	Node	attributeNode
var	String	nodeValue
var	String	attributeName
var	File	f
var	Object	ref
method	File	src
method	Resource	src
method	ResourceCollection	a
method	String	prefix
method	boolean	keepRoot
method	boolean	validate
method	boolean	collapseAttributes
method	boolean	semanticAttributes
method	File	rootDirectory
method	boolean	includeSemanticAttribute
method	XMLCatalog	catalog
var	FileProvider	fp
var	File	f
var	FileProvider	fp
method	String	fileName
method	String	delimiter
file	String	FILE_PROTOCOL_PREFIX
method	File	stylesheet
method	String	name
method	String	expression
method	File	infile
method	File	outfile
method	XSLTProcess	xsltTask
method	Resource	stylesheet
method	String	name
method	Object	value
method	String	msg
method	XSLTLogger	l
file	File	destDir
file	File	baseDir
file	String	xslFile
file	Resource	xslResource
file	String	targetExtension
file	String	fileNameParameter
file	String	fileDirParameter
file	List<Param>	params
file	File	inFile
file	File	outFile
file	String	processor
file	Path	classpath
file	XSLTLiaison	liaison
file	boolean	stylesheetLoaded
file	boolean	force
file	Vector	outputProperties
file	XMLCatalog	xmlCatalog
file	FileUtils	FILE_UTILS
file	boolean	performDirectoryScan
file	Factory	factory
file	boolean	reuseLoadedStylesheet
file	AntClassLoader	loader
file	Mapper	mapperElement
file	Union	resources
file	boolean	useImplicitFileset
file	String	PROCESSOR_TRAX
file	boolean	suppressWarnings
file	boolean	failOnTransformationError
file	boolean	failOnError
file	boolean	failOnNoResources
file	XPathFactory	xpathFactory
file	XPath	xpath
file	CommandlineJava.SysProperties	sysProperties
file	TraceConfiguration	traceConfiguration
method	boolean	b
method	boolean	b
method	Mapper	mapper
method	ResourceCollection	rc
method	Resources	rc
method	Resource	xslResource
method	FileNameMapper	fileNameMapper
var	Mapper	mapper
var	File	savedBaseDir
var	DirectoryScanner	scanner
var	String[]	list
var	String[]	dirs
var	String	baseMessage
var	Resource	styleResource
var	File	stylesheet
var	File	alternative
var	FileResource	fr
var	int	i
var	int	i
var	int	j
method	boolean	force
method	File	dir
method	File	dir
method	String	name
method	String	xslFile
method	Path	classpath
method	Reference	r
method	String	processor
method	boolean	useimplicitfileset
method	XMLCatalog	xmlCatalog
method	String	fileNameParameter
method	String	fileDirParameter
method	boolean	b
method	boolean	b
method	boolean	b
method	boolean	b
method	Environment.Variable	sysp
method	PropertySet	sysp
method	String	proc
var	Class	clazz
method	String	classname
method	File	outFile
method	File	inFile
method	Resource	stylesheet
var	File	base
var	String	name
var	FileProvider	fp
var	FileResource	f
var	Resource	r
method	File	baseDir
method	String	xmlFile
method	File	destDir
method	Resource	stylesheet
var	File	outF
var	File	inF
var	long	styleSheetLastModified
var	FileNameMapper	mapper
var	String[]	outFileName
method	File	inFile
method	File	outFile
method	Resource	stylesheet
var	long	styleSheetLastModified
method	File	targetFile
var	File	directory
var	Param	p
file	String	name
file	String	expression
file	String	type
file	Object	ifCond
file	Object	unlessCond
file	Project	project
method	Project	project
method	String	name
method	String	expression
method	String	type
method	Object	ifCond
method	String	ifProperty
method	Object	unlessCond
method	String	unlessProperty
var	PropertyHelper	ph
file	Map<ParamType, QName>	XPATH_TYPES
var	Map<ParamType, QName>	m
var	OutputProperty	p
file	String	name
file	String	value
method	String	name
method	String	value
method	QName	variableName
method	File	stylesheet
var	FileResource	fr
method	Resource	stylesheet
var	FileProvider	fp
var	Object	evaluatedParam
var	Param	p
method	Param	param
var	String	typeName
var	String	expression
var	ParamType	type
var	QName	xpathType
var	XPathExpression	xpe
method	XSLTLiaison	liaison
method	File	inFile
var	String	fileName
var	File	file
method	String	msg
method	Throwable	ex
method	Exception	ex
file	String	name
file	List<Attribute>	attributes
file	List<Feature>	features
method	String	name
method	Attribute	attr
method	Feature	feature
file	String	name
file	Object	value
method	String	name
method	String	name
method	String	value
file	String	name
file	boolean	value
method	String	name
method	boolean	value
method	String	from
method	String	to
method	String	xmlFile
var	int	dotPos
file	boolean	elements
file	boolean	extension
file	boolean	generation
file	boolean	selection
file	boolean	templates
method	boolean	b
method	boolean	b
method	boolean	b
method	boolean	b
method	boolean	b
file	int	BUFFER_SIZE
file	int	ZIP_FILE_TIMESTAMP_GRANULARITY
file	int	ROUNDUP_MILLIS
file	File	zipFile
file	ZipScanner	zs
file	File	baseDir
file	Hashtable<String, String>	entries
file	Vector<FileSet>	groupfilesets
file	Vector<ZipFileSet>	filesetsFromGroupfilesets
file	String	duplicate
file	boolean	doCompress
file	boolean	doUpdate
file	boolean	savedDoUpdate
file	boolean	doFilesonly
file	String	archiveType
file	long	EMPTY_CRC
file	String	emptyBehavior
file	Vector<ResourceCollection>	resources
file	Hashtable<String, String>	addedDirs
file	Vector<String>	addedFiles
file	ResourceSelector	MISSING_SELECTOR
method	Resource	target
file	ResourceUtils.ResourceSelectorProvider	MISSING_DIR_PROVIDER
method	Resource	sr
file	boolean	doubleFilePass
file	boolean	skipWriting
file	FileUtils	FILE_UTILS
file	boolean	updatedFile
file	boolean	addingNewFiles
file	String	encoding
file	boolean	keepCompression
file	boolean	roundUp
file	String	comment
file	int	level
file	boolean	preserve0Permissions
file	boolean	useLanguageEncodingFlag
file	UnicodeExtraField	createUnicodeExtraFields
file	boolean	fallBackToUTF8
file	Zip64ModeAttribute	zip64Mode
method	File	zipFile
method	File	file
method	File	destFile
method	File	baseDir
method	boolean	c
method	boolean	f
method	boolean	c
method	FileSet	set
method	ZipFileSet	set
method	ResourceCollection	a
method	FileSet	set
method	Duplicate	df
method	WhenEmpty	we
method	String	encoding
method	boolean	keep
method	String	comment
method	int	level
method	boolean	r
method	boolean	b
method	boolean	b
method	UnicodeExtraField	b
method	boolean	b
method	Zip64ModeAttribute	b
var	File	renamedFile
var	Vector<ResourceCollection>	vfss
var	FileSet	fs
var	int	size
var	ResourceCollection	rc
var	int	i
var	ResourceCollection[]	fss
var	boolean	success
var	String	msg
var	ArchiveState	state
var	File	parent
var	Resource[][]	addThem
var	String	action
var	ZipOutputStream	zOut
var	int	i
var	ZipFileSet	oldFiles
var	int	addSize
var	PatternSet.NameEntry	ne
var	int	i
var	DirectoryScanner	ds
var	String[]	f
var	Resource[]	r
var	int	i
var	String[]	d
var	Resource[]	dr
var	int	i
var	Resource[]	tmp
var	File	renamedFile
method	ZipOutputStream	zOut
method	boolean	success
var	int	size
var	FileSet	fs
var	FileScanner	scanner
var	String[]	files
var	File	basedir
var	ZipFileSet	zf
var	int	j
var	int	i
method	FileSet	fileset
method	Resource[]	resources
method	ZipOutputStream	zOut
var	String	prefix
var	String	fullpath
var	int	dirMode
var	int	fileMode
var	ArchiveFileSet	zfs
var	ZipFile	zf
var	boolean	dealingWithFiles
var	File	base
var	String	name
var	int	thisFileMode
var	File	f
var	int	thisDirMode
var	int	i
method	Resource	r
method	String	name
method	String	prefix
method	File	base
method	ZipOutputStream	zOut
method	int	defaultDirMode
method	int	thisDirMode
var	int	nextToLastSlash
method	Resource	r
method	ZipFile	zf
method	int	defaultMode
var	int	unixMode
var	ZipEntry	ze
method	Resource	r
method	String	name
method	String	prefix
method	ZipOutputStream	zOut
method	int	mode
method	ZipFile	zf
method	File	fromArchive
var	InputStream	is
var	ZipEntry	ze
var	boolean	oldCompress
var	InputStream	is
method	ResourceCollection	rc
method	Resource[]	resources
method	ZipOutputStream	zOut
var	Resource	resource
var	String	name
var	File	base
var	FileProvider	fp
var	File	f
var	int	i
method	ZipOutputStream	zOut
method	ZipOutputStream	zOut
method	File	zipFile
var	OutputStream	os
var	byte[]	empty
method	ResourceCollection[]	rcs
method	File	zipFile
method	boolean	needsUpdate
var	ArrayList<ResourceCollection>	filesets
var	ArrayList<ResourceCollection>	rest
var	int	i
var	ResourceCollection[]	rc
var	ArchiveState	as
var	FileSet[]	fs
var	ArchiveState	as2
var	Resource[][]	toAdd
var	int	fsIndex
var	int	restIndex
var	int	i
file	ThreadLocal<Boolean>	HAVE_NON_FILE_SET_RESOURCES_TO_ADD
method	FileSet[]	filesets
method	File	zipFile
method	boolean	needsUpdate
var	Resource[][]	initialResources
var	Resource[][]	newerResources
var	File	base
var	File	resourceAsFile
var	int	j
var	int	i
var	FileNameMapper	myMapper
var	ZipFileSet	zfs
var	GlobPatternMapper	gm
var	String	prefix
var	MergingMapper	fm
var	int	i
method	ResourceCollection[]	rcs
method	File	zipFile
method	boolean	needsUpdate
var	Resource[][]	initialResources
var	boolean	empty
var	Resource[][]	newerResources
var	FileProvider	fp
var	int	j
var	int	i
method	Resource[]	initial
method	FileNameMapper	mapper
var	Resource[]	rs
var	Resource[]	result
var	Union	u
var	ResourceCollection	rc
var	ArrayList<Resource>	newer
method	FileSet[]	filesets
var	Resource[][]	result
var	boolean	skipEmptyNames
var	ZipFileSet	zfs
var	DirectoryScanner	rs
var	Vector<Resource>	resources
var	String[]	directories
var	int	j
var	String[]	files
var	int	j
var	int	i
method	ResourceCollection[]	rcs
var	Resource[][]	result
var	ArrayList<Resource>	dirs
var	ArrayList<Resource>	files
var	Resource	r
method	Resource	r1
method	Resource	r2
var	ArrayList<Resource>	rs
var	int	i
method	File	dir
method	ZipOutputStream	zOut
method	String	vPath
method	int	mode
method	File	dir
method	ZipOutputStream	zOut
method	String	vPath
method	int	mode
method	ZipExtraField[]	extra
method	Resource	dir
method	ZipOutputStream	zOut
method	String	vPath
method	int	mode
method	ZipExtraField[]	extra
var	ZipEntry	ze
var	int	millisToAdd
file	ThreadLocal<ZipExtraField[]>	CURRENT_ZIP_EXTRA
method	ZipExtraField[]	extra
method	InputStream	in
method	ZipOutputStream	zOut
method	String	vPath
method	long	lastModified
method	File	fromArchive
method	int	mode
var	ZipEntry	ze
var	long	size
var	CRC32	cal
var	byte[]	buffer
var	int	count
var	ByteArrayOutputStream	bos
var	byte[]	buffer
var	int	count
var	ZipExtraField[]	extra
var	byte[]	buffer
var	int	count
method	InputStream	in
method	ZipOutputStream	zOut
method	String	vPath
method	long	lastModified
method	File	fromArchive
method	int	mode
method	ZipExtraField[]	extra
method	File	file
method	ZipOutputStream	zOut
method	String	vPath
method	int	mode
var	FileInputStream	fIn
method	File	baseDir
method	String	entry
method	ZipOutputStream	zOut
method	String	prefix
method	int	dirMode
var	Stack<String>	directories
var	int	slashPos
var	String	dir
var	String	dir
var	File	f
var	Enumeration<ZipFileSet>	e
var	ZipFileSet	zf
method	Resource[][]	r
var	int	i
method	Resource[]	orig
method	Resource	r
method	Resource[]	orig
method	Resource	r
method	Resource[]	orig
method	ResourceSelector	selector
var	ArrayList<Resource>	v
var	int	i
method	String	msg
method	int	level
file	boolean	outOfDate
file	Resource[][]	resourcesToAdd
var	int	counter
file	Map<String, UnicodeExtraFieldPolicy>	POLICIES
file	String	NEVER_KEY
file	String	ALWAYS_KEY
file	String	N_E_KEY
file	UnicodeExtraField	NEVER
file	Map<String, Zip64Mode>	MODES
file	String	NEVER_KEY
file	String	ALWAYS_KEY
file	String	A_N_KEY
file	Zip64ModeAttribute	NEVER
file	Zip64ModeAttribute	AS_NEEDED
method	Project	p
method	Object	o
method	Class<?>	proxyClass
file	PatternSet	defaultPatterns
file	List<PatternSet>	additionalPatterns
file	List<FileSelector>	selectors
file	File	dir
file	boolean	fileAttributeUsed
file	boolean	useDefaultExcludes
file	boolean	caseSensitive
file	boolean	followSymlinks
file	boolean	errorOnMissingDir
file	int	maxLevelsOfSymlinks
file	DirectoryScanner	directoryScanner
method	Reference	r
method	File	dir
method	Project	p
var	PatternSet	patterns
method	File	file
method	String	includes
method	String[]	includes
var	int	i
method	String	excludes
method	String[]	excludes
var	int	i
method	File	incl
method	File	excl
method	boolean	useDefaultExcludes
method	boolean	caseSensitive
method	boolean	followSymlinks
method	int	max
method	boolean	errorOnMissingDir
method	Project	p
var	DirectoryScanner	ds
method	FileScanner	ds
method	FileScanner	ds
method	Project	p
var	PatternSet	ps
var	SelectorScanner	ss
method	Project	p
var	PatternSet	ps
method	Project	p
method	FileSelector	selector
method	SelectSelector	selector
method	AndSelector	selector
method	OrSelector	selector
method	NotSelector	selector
method	NoneSelector	selector
method	MajoritySelector	selector
method	DateSelector	selector
method	SizeSelector	selector
method	DifferentSelector	selector
method	FilenameSelector	selector
method	TypeSelector	selector
method	ExtendSelector	selector
method	ContainsSelector	selector
method	PresentSelector	selector
method	DepthSelector	selector
method	DependSelector	selector
method	ContainsRegexpSelector	selector
method	ModifiedSelector	selector
method	ReadableSelector	r
method	WritableSelector	w
method	ExecutableSelector	e
method	SymlinkSelector	e
method	OwnedBySelector	o
method	FileSelector	selector
var	DirectoryScanner	ds
var	String[]	files
var	StringBuffer	sb
var	int	i
var	AbstractFileSet	fs
var	PatternSet	ps
method	Project	p
method	Project	p
method	Project	p
var	PatternSet	ps
var	int	count
var	int	i
method	Stack<Object>	stk
method	Project	p
var	FileSelector	fileSelector
var	PatternSet	ps
file	String	className
file	Vector<Parameter>	parameters
file	Path	classpath
method	String	className
method	Parameter	param
method	Path	classpath
method	Reference	r
var	Parameter[]	params
method	Reference	r
method	Stack<Object>	stk
method	Project	p
file	int	BASE_OCTAL
file	int	DEFAULT_DIR_MODE
file	int	DEFAULT_FILE_MODE
file	Resource	src
file	String	prefix
file	String	fullpath
file	boolean	hasDir
file	int	fileMode
file	int	dirMode
file	boolean	fileModeHasBeenSet
file	boolean	dirModeHasBeenSet
file	String	ERROR_DIR_AND_SRC_ATTRIBUTES
file	String	ERROR_PATH_AND_PREFIX
file	boolean	errorOnMissingArchive
file	String	encoding
method	File	dir
method	ResourceCollection	a
method	File	srcFile
method	Resource	src
method	Project	p
method	boolean	errorOnMissingArchive
var	FileProvider	fp
method	Project	p
method	String	prefix
method	Project	p
method	String	fullpath
method	Project	p
method	String	enc
var	AbstractFileSet	ref
method	Project	p
var	ArchiveScanner	as
var	ArchiveScanner	as
var	ArchiveScanner	as
method	String	octalString
method	int	mode
method	Project	p
method	String	octalString
method	int	mode
method	Project	p
method	ArchiveFileSet	zfs
method	Stack<Object>	stk
method	Project	p
file	File	srcFile
file	Resource	src
file	Resource	lastScannedResource
file	Map<String, Resource>	fileEntries
file	Map<String, Resource>	dirEntries
file	Map<String, Resource>	matchFileEntries
file	Map<String, Resource>	matchDirEntries
file	String	encoding
file	boolean	errorOnMissingArchive
method	boolean	errorOnMissingArchive
method	File	srcFile
method	Resource	src
var	FileProvider	fp
method	String	encoding
method	Project	project
